venue,full_date,match_start_time_estimated,segment_start_time_estimated,gender,batting_team,bowling_team,over_range,total_runs,latitude,longitude,temperature_C,humidity_%,wind_speed_kmh,precip_mm,pressure_hPa
The Rose Bowl,2009-09-09,10:00,10:45,male,Australia,England,11-20,50,50.9237276,-1.3236178,NA,NA,NA,NA,NA
The Rose Bowl,2009-09-09,10:00,11:30,male,Australia,England,21-30,36,50.9237276,-1.3236178,NA,NA,NA,NA,NA
The Rose Bowl,2009-09-09,10:00,12:15,male,Australia,England,31-40,48,50.9237276,-1.3236178,NA,NA,NA,NA,NA
The Rose Bowl,2009-09-09,10:00,13:00,male,Australia,England,41-50,67,50.9237276,-1.3236178,NA,NA,NA,NA,NA
Kennington Oval,2017-06-08,10:00,10:00,male,India,Sri Lanka,1-10,48,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2017-06-08,10:00,10:45,male,India,Sri Lanka,11-20,59,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2017-06-08,10:00,11:30,male,India,Sri Lanka,21-30,62,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2017-06-08,10:00,12:15,male,India,Sri Lanka,31-40,49,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2017-06-08,10:00,13:00,male,India,Sri Lanka,41-50,103,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2017-06-08,10:00,10:00,male,Sri Lanka,India,1-10,44,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2017-06-08,10:00,10:45,male,Sri Lanka,India,11-20,64,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2017-06-08,10:00,11:30,male,Sri Lanka,India,21-30,76,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2017-06-08,10:00,12:15,male,Sri Lanka,India,31-40,63,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2017-06-08,10:00,13:00,male,Sri Lanka,India,41-50,75,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kingsmead,2018-02-01,10:00,10:00,male,South Africa,India,1-10,49,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2018-02-01,10:00,10:45,male,South Africa,India,11-20,50,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2018-02-01,10:00,11:30,male,South Africa,India,21-30,39,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2018-02-01,10:00,12:15,male,South Africa,India,31-40,62,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2018-02-01,10:00,13:00,male,South Africa,India,41-50,69,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2018-02-01,10:00,10:00,male,India,South Africa,1-10,49,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2018-02-01,10:00,10:45,male,India,South Africa,11-20,57,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2018-02-01,10:00,11:30,male,India,South Africa,21-30,55,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2018-02-01,10:00,12:15,male,India,South Africa,31-40,75,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2018-02-01,10:00,13:00,male,India,South Africa,41-50,34,53.2436546,-2.5188349,NA,NA,NA,NA,NA
"Junction Oval, Melbourne",2023-10-14,10:00,10:00,female,West Indies,Australia,1-10,32,-37.8559903,144.9801966,NA,NA,NA,NA,NA
"Junction Oval, Melbourne",2023-10-14,10:00,10:45,female,West Indies,Australia,11-20,39,-37.8559903,144.9801966,NA,NA,NA,NA,NA
"Junction Oval, Melbourne",2023-10-14,10:00,11:30,female,West Indies,Australia,21-30,31,-37.8559903,144.9801966,NA,NA,NA,NA,NA
"Junction Oval, Melbourne",2023-10-14,10:00,12:15,female,West Indies,Australia,31-40,1,-37.8559903,144.9801966,NA,NA,NA,NA,NA
"Junction Oval, Melbourne",2023-10-14,10:00,10:00,female,Australia,West Indies,1-10,68,-37.8559903,144.9801966,NA,NA,NA,NA,NA
"Junction Oval, Melbourne",2023-10-14,10:00,10:45,female,Australia,West Indies,11-20,38,-37.8559903,144.9801966,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-04-13,10:00,10:00,male,Scotland,Papua New Guinea,1-10,42,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-04-13,10:00,10:45,male,Scotland,Papua New Guinea,11-20,29,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-04-13,10:00,11:30,male,Scotland,Papua New Guinea,21-30,49,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-04-13,10:00,12:15,male,Scotland,Papua New Guinea,31-40,60,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-04-13,10:00,13:00,male,Scotland,Papua New Guinea,41-50,107,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-04-13,10:00,10:00,male,Papua New Guinea,Scotland,1-10,49,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-04-13,10:00,10:45,male,Papua New Guinea,Scotland,11-20,47,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-04-13,10:00,11:30,male,Papua New Guinea,Scotland,21-30,43,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-04-13,10:00,12:15,male,Papua New Guinea,Scotland,31-40,25,25.0467384,55.219007,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2024-12-22,10:00,10:00,female,India,West Indies,1-10,40,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2024-12-22,10:00,10:45,female,India,West Indies,11-20,51,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2024-12-22,10:00,11:30,female,India,West Indies,21-30,63,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2024-12-22,10:00,12:15,female,India,West Indies,31-40,71,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2024-12-22,10:00,13:00,female,India,West Indies,41-50,89,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2024-12-22,10:00,10:00,female,West Indies,India,1-10,25,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2024-12-22,10:00,10:45,female,West Indies,India,11-20,41,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2024-12-22,10:00,11:30,female,West Indies,India,21-30,37,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2024-12-02,10:00,10:00,female,Ireland,Bangladesh,1-10,24,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2024-12-02,10:00,10:45,female,Ireland,Bangladesh,11-20,35,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2024-12-02,10:00,11:30,female,Ireland,Bangladesh,21-30,50,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2024-12-02,10:00,12:15,female,Ireland,Bangladesh,31-40,25,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2024-12-02,10:00,13:00,female,Ireland,Bangladesh,41-50,51,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2024-12-02,10:00,10:00,female,Bangladesh,Ireland,1-10,39,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2024-12-02,10:00,10:45,female,Bangladesh,Ireland,11-20,49,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2024-12-02,10:00,11:30,female,Bangladesh,Ireland,21-30,44,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2024-12-02,10:00,12:15,female,Bangladesh,Ireland,31-40,54,,,NA,NA,NA,NA,NA
Sophia Gardens,2017-06-12,10:00,10:00,male,Sri Lanka,Pakistan,1-10,50,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2017-06-12,10:00,10:45,male,Sri Lanka,Pakistan,11-20,50,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2017-06-12,10:00,11:30,male,Sri Lanka,Pakistan,21-30,60,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2017-06-12,10:00,12:15,male,Sri Lanka,Pakistan,31-40,25,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2017-06-12,10:00,13:00,male,Sri Lanka,Pakistan,41-50,51,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2017-06-12,10:00,10:00,male,Pakistan,Sri Lanka,1-10,65,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2017-06-12,10:00,10:45,male,Pakistan,Sri Lanka,11-20,46,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2017-06-12,10:00,11:30,male,Pakistan,Sri Lanka,21-30,51,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2017-06-12,10:00,12:15,male,Pakistan,Sri Lanka,31-40,36,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2017-06-12,10:00,13:00,male,Pakistan,Sri Lanka,41-50,39,51.485159,-3.1904734,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2007-03-29,10:00,10:00,male,West Indies,New Zealand,1-10,27,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2007-03-29,10:00,10:45,male,West Indies,New Zealand,11-20,51,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2007-03-29,10:00,11:30,male,West Indies,New Zealand,21-30,36,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2007-03-29,10:00,12:15,male,West Indies,New Zealand,31-40,38,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2007-03-29,10:00,13:00,male,West Indies,New Zealand,41-50,25,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2007-03-29,10:00,10:00,male,New Zealand,West Indies,1-10,37,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2007-03-29,10:00,10:45,male,New Zealand,West Indies,11-20,38,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2007-03-29,10:00,11:30,male,New Zealand,West Indies,21-30,47,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2007-03-29,10:00,12:15,male,New Zealand,West Indies,31-40,57,,,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-20,10:00,10:00,male,India,Kenya,1-10,43,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-20,10:00,10:45,male,India,Kenya,11-20,42,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-20,10:00,11:30,male,India,Kenya,21-30,42,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-20,10:00,12:15,male,India,Kenya,31-40,61,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-20,10:00,13:00,male,India,Kenya,41-50,82,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-20,10:00,10:00,male,Kenya,India,1-10,20,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-20,10:00,10:45,male,Kenya,India,11-20,47,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-20,10:00,11:30,male,Kenya,India,21-30,28,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-20,10:00,12:15,male,Kenya,India,31-40,36,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-20,10:00,13:00,male,Kenya,India,41-50,48,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Westpac Stadium, Wellington",2003-01-08,10:00,10:00,male,New Zealand,India,1-10,34,-41.2730528,174.7858728,NA,NA,NA,NA,NA
"Westpac Stadium, Wellington",2003-01-08,10:00,10:45,male,New Zealand,India,11-20,41,-41.2730528,174.7858728,NA,NA,NA,NA,NA
"Westpac Stadium, Wellington",2003-01-08,10:00,11:30,male,New Zealand,India,21-30,48,-41.2730528,174.7858728,NA,NA,NA,NA,NA
"Westpac Stadium, Wellington",2003-01-08,10:00,12:15,male,New Zealand,India,31-40,41,-41.2730528,174.7858728,NA,NA,NA,NA,NA
"Westpac Stadium, Wellington",2003-01-08,10:00,13:00,male,New Zealand,India,41-50,4,-41.2730528,174.7858728,NA,NA,NA,NA,NA
"Westpac Stadium, Wellington",2003-01-08,10:00,10:00,male,India,New Zealand,1-10,55,-41.2730528,174.7858728,NA,NA,NA,NA,NA
"Westpac Stadium, Wellington",2003-01-08,10:00,10:45,male,India,New Zealand,11-20,29,-41.2730528,174.7858728,NA,NA,NA,NA,NA
"Westpac Stadium, Wellington",2003-01-08,10:00,11:30,male,India,New Zealand,21-30,33,-41.2730528,174.7858728,NA,NA,NA,NA,NA
"Westpac Stadium, Wellington",2003-01-08,10:00,12:15,male,India,New Zealand,31-40,43,-41.2730528,174.7858728,NA,NA,NA,NA,NA
"Westpac Stadium, Wellington",2003-01-08,10:00,13:00,male,India,New Zealand,41-50,9,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Riverside Ground,2006-06-24,10:00,10:00,male,England,Sri Lanka,1-10,47,54.8496667,-1.5609563,NA,NA,NA,NA,NA
Riverside Ground,2006-06-24,10:00,10:45,male,England,Sri Lanka,11-20,44,54.8496667,-1.5609563,NA,NA,NA,NA,NA
Riverside Ground,2006-06-24,10:00,11:30,male,England,Sri Lanka,21-30,38,54.8496667,-1.5609563,NA,NA,NA,NA,NA
Riverside Ground,2006-06-24,10:00,12:15,male,England,Sri Lanka,31-40,43,54.8496667,-1.5609563,NA,NA,NA,NA,NA
Riverside Ground,2006-06-24,10:00,13:00,male,England,Sri Lanka,41-50,89,54.8496667,-1.5609563,NA,NA,NA,NA,NA
Riverside Ground,2006-06-24,10:00,10:00,male,Sri Lanka,England,1-10,77,54.8496667,-1.5609563,NA,NA,NA,NA,NA
Riverside Ground,2006-06-24,10:00,10:45,male,Sri Lanka,England,11-20,58,54.8496667,-1.5609563,NA,NA,NA,NA,NA
Riverside Ground,2006-06-24,10:00,11:30,male,Sri Lanka,England,21-30,44,54.8496667,-1.5609563,NA,NA,NA,NA,NA
Riverside Ground,2006-06-24,10:00,12:15,male,Sri Lanka,England,31-40,69,54.8496667,-1.5609563,NA,NA,NA,NA,NA
Riverside Ground,2006-06-24,10:00,13:00,male,Sri Lanka,England,41-50,17,54.8496667,-1.5609563,NA,NA,NA,NA,NA
Brabourne Stadium,2013-02-10,10:00,10:00,female,Sri Lanka,Australia,1-10,21,18.9319276,72.8249626,NA,NA,NA,NA,NA
Brabourne Stadium,2013-02-10,10:00,10:45,female,Sri Lanka,Australia,11-20,33,18.9319276,72.8249626,NA,NA,NA,NA,NA
Brabourne Stadium,2013-02-10,10:00,11:30,female,Sri Lanka,Australia,21-30,36,18.9319276,72.8249626,NA,NA,NA,NA,NA
Brabourne Stadium,2013-02-10,10:00,12:15,female,Sri Lanka,Australia,31-40,31,18.9319276,72.8249626,NA,NA,NA,NA,NA
Brabourne Stadium,2013-02-10,10:00,13:00,female,Sri Lanka,Australia,41-50,10,18.9319276,72.8249626,NA,NA,NA,NA,NA
Brabourne Stadium,2013-02-10,10:00,10:00,female,Australia,Sri Lanka,1-10,55,18.9319276,72.8249626,NA,NA,NA,NA,NA
Brabourne Stadium,2013-02-10,10:00,10:45,female,Australia,Sri Lanka,11-20,64,18.9319276,72.8249626,NA,NA,NA,NA,NA
Brabourne Stadium,2013-02-10,10:00,11:30,female,Australia,Sri Lanka,21-30,13,18.9319276,72.8249626,NA,NA,NA,NA,NA
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,10:00,female,India,Australia,1-10,64,,,NA,NA,NA,NA,NA
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,10:45,female,India,Australia,11-20,57,,,NA,NA,NA,NA,NA
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,11:30,female,India,Australia,21-30,59,,,NA,NA,NA,NA,NA
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,12:15,female,India,Australia,31-40,55,,,NA,NA,NA,NA,NA
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,13:00,female,India,Australia,41-50,57,,,NA,NA,NA,NA,NA
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,10:00,female,Australia,India,1-10,25,,,NA,NA,NA,NA,NA
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,10:45,female,Australia,India,11-20,58,,,NA,NA,NA,NA,NA
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,11:30,female,Australia,India,21-30,52,,,NA,NA,NA,NA,NA
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,12:15,female,Australia,India,31-40,52,,,NA,NA,NA,NA,NA
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,13:00,female,Australia,India,41-50,3,,,NA,NA,NA,NA,NA
"County Ground, Derby",2024-05-23,10:00,10:00,female,England,Pakistan,1-10,52,52.9435658,-1.4131481,NA,NA,NA,NA,NA
"County Ground, Derby",2024-05-23,10:00,10:45,female,England,Pakistan,11-20,40,52.9435658,-1.4131481,NA,NA,NA,NA,NA
"County Ground, Derby",2024-05-23,10:00,11:30,female,England,Pakistan,21-30,45,52.9435658,-1.4131481,NA,NA,NA,NA,NA
"County Ground, Derby",2024-05-23,10:00,12:15,female,England,Pakistan,31-40,56,52.9435658,-1.4131481,NA,NA,NA,NA,NA
"County Ground, Derby",2024-05-23,10:00,13:00,female,England,Pakistan,41-50,50,52.9435658,-1.4131481,NA,NA,NA,NA,NA
"County Ground, Derby",2024-05-23,10:00,10:00,female,Pakistan,England,1-10,47,52.9435658,-1.4131481,NA,NA,NA,NA,NA
"County Ground, Derby",2024-05-23,10:00,10:45,female,Pakistan,England,11-20,34,52.9435658,-1.4131481,NA,NA,NA,NA,NA
"County Ground, Derby",2024-05-23,10:00,11:30,female,Pakistan,England,21-30,48,52.9435658,-1.4131481,NA,NA,NA,NA,NA
"County Ground, Derby",2024-05-23,10:00,12:15,female,Pakistan,England,31-40,36,52.9435658,-1.4131481,NA,NA,NA,NA,NA
"County Ground, Derby",2024-05-23,10:00,13:00,female,Pakistan,England,41-50,41,52.9435658,-1.4131481,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,10:00,male,India,West Indies,1-10,39,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,10:45,male,India,West Indies,11-20,58,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,11:30,male,India,West Indies,21-30,47,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,12:15,male,India,West Indies,31-40,66,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,13:00,male,India,West Indies,41-50,101,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,10:00,male,West Indies,India,1-10,56,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,10:45,male,West Indies,India,11-20,35,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,11:30,male,West Indies,India,21-30,54,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,12:15,male,West Indies,India,31-40,26,10.667411,-61.5237463,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2007-09-29,10:00,10:00,male,Australia,India,1-10,56,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2007-09-29,10:00,10:45,male,Australia,India,11-20,45,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2007-09-29,10:00,11:30,male,Australia,India,21-30,54,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2007-09-29,10:00,12:15,male,Australia,India,31-40,65,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2007-09-29,10:00,13:00,male,Australia,India,41-50,87,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2007-09-29,10:00,10:00,male,India,Australia,1-10,9,12.9788127,77.5995775,NA,NA,NA,NA,NA
Narayanganj Osmani Stadium,2006-04-28,10:00,10:00,male,Bangladesh,Australia,1-10,34,23.6277774,90.493218,NA,NA,NA,NA,NA
Narayanganj Osmani Stadium,2006-04-28,10:00,10:45,male,Bangladesh,Australia,11-20,21,23.6277774,90.493218,NA,NA,NA,NA,NA
Narayanganj Osmani Stadium,2006-04-28,10:00,11:30,male,Bangladesh,Australia,21-30,30,23.6277774,90.493218,NA,NA,NA,NA,NA
Narayanganj Osmani Stadium,2006-04-28,10:00,12:15,male,Bangladesh,Australia,31-40,33,23.6277774,90.493218,NA,NA,NA,NA,NA
Narayanganj Osmani Stadium,2006-04-28,10:00,13:00,male,Bangladesh,Australia,41-50,6,23.6277774,90.493218,NA,NA,NA,NA,NA
Narayanganj Osmani Stadium,2006-04-28,10:00,10:00,male,Australia,Bangladesh,1-10,55,23.6277774,90.493218,NA,NA,NA,NA,NA
Narayanganj Osmani Stadium,2006-04-28,10:00,10:45,male,Australia,Bangladesh,11-20,52,23.6277774,90.493218,NA,NA,NA,NA,NA
Narayanganj Osmani Stadium,2006-04-28,10:00,11:30,male,Australia,Bangladesh,21-30,20,23.6277774,90.493218,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-12-11,10:00,10:00,female,Bangladesh,New Zealand,1-10,24,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-12-11,10:00,10:45,female,Bangladesh,New Zealand,11-20,33,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-12-11,10:00,11:30,female,Bangladesh,New Zealand,21-30,27,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-12-11,10:00,12:15,female,Bangladesh,New Zealand,31-40,37,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-12-11,10:00,13:00,female,Bangladesh,New Zealand,41-50,59,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-12-11,10:00,10:00,female,New Zealand,Bangladesh,1-10,52,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-12-11,10:00,10:45,female,New Zealand,Bangladesh,11-20,50,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-12-11,10:00,11:30,female,New Zealand,Bangladesh,21-30,70,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-12-11,10:00,12:15,female,New Zealand,Bangladesh,31-40,9,-41.3003599,174.7802545,NA,NA,NA,NA,NA
Newlands,2006-03-03,10:00,10:00,male,South Africa,Australia,1-10,46,-33.9742832,18.4572951,NA,NA,NA,NA,NA
Newlands,2006-03-03,10:00,10:45,male,South Africa,Australia,11-20,41,-33.9742832,18.4572951,NA,NA,NA,NA,NA
Newlands,2006-03-03,10:00,11:30,male,South Africa,Australia,21-30,55,-33.9742832,18.4572951,NA,NA,NA,NA,NA
Newlands,2006-03-03,10:00,12:15,male,South Africa,Australia,31-40,54,-33.9742832,18.4572951,NA,NA,NA,NA,NA
Newlands,2006-03-03,10:00,13:00,male,South Africa,Australia,41-50,93,-33.9742832,18.4572951,NA,NA,NA,NA,NA
Newlands,2006-03-03,10:00,10:00,male,Australia,South Africa,1-10,7,-33.9742832,18.4572951,NA,NA,NA,NA,NA
Newlands,2006-03-03,10:00,10:45,male,Australia,South Africa,11-20,35,-33.9742832,18.4572951,NA,NA,NA,NA,NA
Newlands,2006-03-03,10:00,11:30,male,Australia,South Africa,21-30,35,-33.9742832,18.4572951,NA,NA,NA,NA,NA
Newlands,2006-03-03,10:00,12:15,male,Australia,South Africa,31-40,16,-33.9742832,18.4572951,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-03,10:00,10:00,male,Sri Lanka,South Africa,1-10,41,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-03,10:00,10:45,male,Sri Lanka,South Africa,11-20,42,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-03,10:00,11:30,male,Sri Lanka,South Africa,21-30,47,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-03,10:00,12:15,male,Sri Lanka,South Africa,31-40,64,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-03,10:00,13:00,male,Sri Lanka,South Africa,41-50,74,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-03,10:00,10:00,male,South Africa,Sri Lanka,1-10,60,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-03,10:00,10:45,male,South Africa,Sri Lanka,11-20,46,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-03,10:00,11:30,male,South Africa,Sri Lanka,21-30,44,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-03,10:00,12:15,male,South Africa,Sri Lanka,31-40,49,-29.8495671,31.0277475,NA,NA,NA,NA,NA
"Kingsmead, Durban",2003-03-03,10:00,13:00,male,South Africa,Sri Lanka,41-50,30,-29.8495671,31.0277475,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2024-11-04,10:00,10:00,male,Pakistan,Australia,1-10,35,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2024-11-04,10:00,10:45,male,Pakistan,Australia,11-20,36,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2024-11-04,10:00,11:30,male,Pakistan,Australia,21-30,37,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2024-11-04,10:00,12:15,male,Pakistan,Australia,31-40,61,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2024-11-04,10:00,13:00,male,Pakistan,Australia,41-50,34,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2024-11-04,10:00,10:00,male,Australia,Pakistan,1-10,61,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2024-11-04,10:00,10:45,male,Australia,Pakistan,11-20,78,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2024-11-04,10:00,11:30,male,Australia,Pakistan,21-30,46,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2024-11-04,10:00,12:15,male,Australia,Pakistan,31-40,19,-37.819909,144.983225,NA,NA,NA,NA,NA
